favorite_count,source,text,in_reply_to_screen_name,is_retweet,created_at,retweet_count,id_str
2694,Twitter Web Client,"There's a lot more that unites us than divides us.
https://t.co/DLS4wsovcL",,False,Sat Apr 30 18:30:12 +0000 2016,1278,726478777253945344
1354,TweetDeck,"""We want someone who is a unifying force in this country, who sees our differences not as a threat, but as as blessing."" —@FLOTUS",HillaryClinton,False,Thu Oct 27 19:04:23 +0000 2016,616,791717196338720769
4573,TweetDeck,"We need a Commander-in-Chief who can grapple with our challenges in all their complexity, with real plans that actually address them.",,False,Tue Jun 14 16:42:21 +0000 2016,1347,742759089109880832
1093,TweetDeck,"We’re going to make our economy grow, but we’re also going to make it fair. Here’s how: https://t.co/xIbkccCzWi",HillaryClinton,False,Tue Sep 06 18:43:24 +0000 2016,574,773230135545921538
1790,Twitter Web Client,"It’s a fact: The economy does better with a Democrat in the White House.
https://t.co/LP8C6mNJHS",,False,Tue Dec 15 00:23:54 +0000 2015,819,676558263190622208
1830,TweetDeck,Idahoans and Utahns: Go caucus today! Text WHERE to 47246 to find your caucus location. https://t.co/Dqh3MMrk8h,,False,Tue Mar 22 23:28:55 +0000 2016,665,712420824452616192
1798,Twitter Web Client,"Well done, @NYGovCuomo. LGBT kids don't need to be ""cured"" of anything.  https://t.co/YMkaFrjwIO",,False,Sat Feb 06 23:35:36 +0000 2016,730,696115051812487168
1924,Twitter Web Client,Health care should be a human right. We should build on the Affordable Care Act—not start over. #DemDebate https://t.co/MWKGC87yRQ,,False,Fri Feb 05 02:11:52 +0000 2016,905,695429603754553344
3284,TweetDeck,"Trump said he’s ""very proud” to lead the birther movement to discredit @POTUS. Here’s how he spread the racist lie: https://t.co/fBZavGASai",,False,Thu Oct 27 12:58:19 +0000 2016,1774,791625073111232513
210,Twitter Web Client,We know Hillary’s a fighter &amp; that she’ll fight for Adam as President just like she did at the Children’s Defense Fund &amp; in Congress.,HillaryClinton,False,Sun Jul 26 17:06:18 +0000 2015,80,625351448663093248
7904,TweetDeck,"“I never thought I’d say these words, but Ted Cruz was right...in this election, do the right thing and vote your conscience.” —Hillary",,False,Fri Jul 22 21:51:39 +0000 2016,2433,756607664763834368
71640,TweetDeck,"We love you back, @POTUS. https://t.co/S3dEsjwXCo",,False,Thu Jul 28 03:58:40 +0000 2016,24365,758511969850777600
3046,Twitter Web Client,"It’s not complicated: If you are too dangerous to fly in America, you are too dangerous to buy a gun in America.
https://t.co/PbUHmAGCzU",,False,Fri Dec 04 21:08:01 +0000 2015,1755,672885087663296512
5226,TweetDeck,It’s not hard to imagine @realDonaldTrump leading us into a war just because somebody got under his very thin skin. https://t.co/2NLg1HtvVD,,False,Fri Jun 03 20:53:07 +0000 2016,2668,738835931898257408
1743,TweetDeck,"What you're really hearing at the #GOPdebate: More tax cuts for corporations and the wealthy, no real plans for the middle class.",,False,Fri Jan 15 03:56:38 +0000 2016,840,687845824408236033
7612,TweetDeck,"""Hillary Clinton is not just the only safe choice in this election — she’s also the right choice."" —@BostonGlobe https://t.co/bpKDV6bJVU",,False,Sat Oct 22 18:16:32 +0000 2016,2678,789893216359346177
1512,TweetDeck,Happy Grandparents Day! http://t.co/wbs8fTzTCF http://t.co/ZiRUj2MSni,,False,Sun Sep 13 21:27:52 +0000 2015,481,643174279241179136
3244,TweetDeck,"Donald Trump is proud of his recklessness—that’s his business. But when he’s running for president, it’s ours.",,False,Tue Jun 21 16:28:17 +0000 2016,1458,745292264835014656
682,TweetDeck,"It’s good for our economy when companies prosper by innovating, creating new products, and investing in workers. https://t.co/karaoU0Zmx",,False,Wed Oct 21 01:51:06 +0000 2015,366,656648875734794240
2600,TweetDeck,"""Are we going to build a better, stronger America—or are we going to fear each other, and fear our future?"" —Hillary",HillaryClinton,False,Fri Nov 04 01:03:56 +0000 2016,1060,794344396430934016
4305,TweetDeck,Already voted? That's great! Now help Hillary win by signing up to make calls now: https://t.co/2yc00omuvC,,False,Tue Nov 08 16:18:24 +0000 2016,1489,796024078993911808
5230,TweetDeck,"""Tomorrow is the election, but that is just the beginning."" —Hillary https://t.co/i6NFjnrb35 https://t.co/cYI3OuFMEA",HillaryClinton,False,Mon Nov 07 17:52:52 +0000 2016,1769,795685466519511042
15109,TweetDeck,No wonder Donald Trump is hiding his tax returns. #debatenight https://t.co/gcvsadMwHJ,,False,Tue Sep 27 01:37:26 +0000 2016,8391,780582086231126016
272,TweetDeck,Hillary's exchanging ideas on strengthening small business with the real experts. Watch live: http://t.co/wZVtg4F8t5,,False,Tue May 19 15:15:23 +0000 2015,145,600681161069895680
6873,TweetDeck,Our favorite moments from Hillary's appearance on Between Two Ferns → https://t.co/tXLPQtR7tb https://t.co/Er2YqHQVhl,,False,Fri Sep 23 02:27:16 +0000 2016,1906,779145074831663105
657,Twitter Web Client,National paid family leave benefits families &amp; our economy. Get the facts: http://t.co/FKkV4eAW6m. And visit http://t.co/Q2zgOMzqdQ,,False,Mon Jun 23 12:35:15 +0000 2014,582,481052866610593794
2597,TweetDeck,"Women deserve access to the health care they need—without interference, intimidation, or violence. #StandWithPP -H https://t.co/ONX31AfKXr",,False,Fri Dec 04 01:55:26 +0000 2015,1485,672595033195941888
2438,Twitter Web Client,"No matter who you are, what you look like, what faith you practice, or who you love: She’s fighting for you.
https://t.co/f8EIMVdPVZ",,False,Tue Feb 02 17:26:26 +0000 2016,1159,694572597191639041
9194,TweetDeck,One week to Election Day. RT this if it describes you. https://t.co/3TKJ4H68Kz https://t.co/xrdugzH7cG,,False,Tue Nov 01 16:14:19 +0000 2016,5744,793486337261367297
3094,TweetDeck,Don't waste it. Make sure you're registered to vote: https://t.co/tTgeqy51PU https://t.co/XA0iPATVmR,,False,Thu Aug 18 16:55:17 +0000 2016,1638,766317555631861760
6790,TweetDeck,"""I don't defend what he says."" —@MarcoRubio on @realDonaldTrump #RNCinCLE https://t.co/YO81aW6XZB",,False,Sat Jul 23 23:19:51 +0000 2016,3731,756992252468195328
448,TweetDeck,"Hi! I’m James, a @HillaryforIA organizer in NE Iowa. I’ll be tweeting today ahead of the Jefferson-Jackson dinner! https://t.co/2nGjODKbHS",,False,Sat Oct 24 11:53:10 +0000 2015,146,657887554935595008
1079,TweetDeck,"Right now, too many Americans are being held back by student debt.

We’ve got to fix that: https://t.co/ds1LK4CPxh",HillaryClinton,False,Tue Sep 06 18:55:06 +0000 2016,502,773233077065768960
4414,TweetDeck,"""She knows that for progress to happen, we have to listen to each other, and see ourselves in each other.” —@POTUS on Hillary",,False,Thu Jul 28 03:22:21 +0000 2016,1349,758502829434793985
3285,TweetDeck,62 reasons why Donald Trump should never become president (from members of his own party). https://t.co/0gYEctRjSe,,False,Sat May 07 13:51:22 +0000 2016,2189,728945320823033857
935,TweetDeck,"""We have to get the economy working and incomes rising for everyone—including those who have been left behind for too long."" #DemDebate",,False,Mon Jan 18 02:04:19 +0000 2016,472,688904722284179456
6001,TweetDeck,"Watch backstage as Hillary, @TimKaine, and their families listen to the benediction to close out the DNC. https://t.co/L2qe6EWCjf",,False,Mon Aug 01 14:21:16 +0000 2016,2106,760118202194071552
2533,TweetDeck,Dozens of former nuclear launch officers agree: Donald Trump should never be in charge of America's nuclear weapons.,HillaryClinton,False,Mon Oct 31 22:42:13 +0000 2016,1318,793221567916441601
328,Twitter Web Client,Car magnets are HERE! Get yours → http://t.co/MtgrzUsWT3 http://t.co/85FA8NWMRQ,,False,Sat May 23 14:48:45 +0000 2015,182,602124010713931778
6813,TweetDeck,"""Don't fall for the easy cynicism that says your vote doesn't matter...Your vote matters."" —@POTUS… https://t.co/67EeEIpEhy",,False,Sat Oct 15 15:03:29 +0000 2016,2671,787307915560574976
4592,TweetDeck,Appalling behavior from Wells Fargo. This is exactly why we need a strong @CFPB—and can't let Trump dismantle it. https://t.co/tTA2jz7unf,,False,Fri Sep 09 21:10:47 +0000 2016,1785,774354388211081216
617,TweetDeck,Race still plays a role in who gets ahead and who gets held back. Hillary will fight to change that. Join her: https://t.co/eG2ciTEQ4K,,False,Fri Oct 30 20:19:17 +0000 2015,322,660189248260321280
1354,TweetDeck,"On this anniversary of the March on Washington, we honor those who fought for civil rights. We must commit to continuing the fight today.",,False,Sat Aug 29 01:08:20 +0000 2015,640,637431555707826176
878,TweetDeck,One of Hillary's favorite moments from this week. http://t.co/yB4WdzNAiT,,False,Sat May 30 18:52:40 +0000 2015,314,604722107579277312
2825,TweetDeck,We need to break down every barrier holding families back—and that includes environmental barriers. https://t.co/XLxZt5f03V,,False,Wed Apr 13 17:06:39 +0000 2016,1318,720297155672608768
3356,Twitter Web Client,"""Sec. Clinton will be the strong environmental champion that we need to lead our country."" https://t.co/P4NqUN1qfw",,False,Sat Jun 11 21:38:40 +0000 2016,912,741746495683170304
5059,Twitter Web Client,"We’re not going to succeed by dividing this country between “us” and “them.” We’re in this together.
https://t.co/6NX9V0ChFF",,False,Wed Mar 16 20:01:25 +0000 2016,2241,710194278467698688
4747,TweetDeck,"We can never forget how Trump disrespects our military families, like the Khans. https://t.co/cWxnRsqU6r",,False,Thu Oct 27 18:50:25 +0000 2016,1733,791713678953414656
992,Twitter Web Client,RT if you agree with Hillary. http://t.co/aQNyU00FTd,HillaryClinton,False,Tue Aug 18 15:17:20 +0000 2015,871,633658946658693120
2466,TweetDeck,"""If you have a mother, a wife, a sister, a daughter who is working, it affects you"" —Hillary on equal pay for women: https://t.co/qM16OacO9H",,False,Mon May 09 19:09:39 +0000 2016,1139,729750197467754497
77734,TweetDeck,"To every little girl who dreams big: Yes, you can be anything you want—even president. Tonight is for you. -H https://t.co/jq7fKlfwGV",,False,Wed Jun 08 01:08:58 +0000 2016,39016,740349871073398785
1115,TweetDeck,On the campaign trail in New Hampshire with @GabbyGiffords and @ShuttleCDRKelly. https://t.co/pZAycOwIDQ,,False,Thu Feb 04 22:49:58 +0000 2016,386,695378791237967872
754,Twitter Web Client,Happy 90th Birthday to my former colleagues in the Foreign Service!  It was an honor to spend 4 years working with you. #FS90,,False,Sat May 24 15:12:57 +0000 2014,285,470220916375707648
9943,TweetDeck,Young people should be able to see teaching as a profession that’s both noble and sustainable. https://t.co/yRKz0U7NQ7,,False,Mon Mar 21 22:01:04 +0000 2016,4284,712036328268034049
3763,TweetDeck,"“I’m going to double the child tax credit—that’s another $1,000 for young kids to pay for the things you need.” https://t.co/lrVTNbd0zf",HillaryClinton,False,Wed Oct 12 20:43:38 +0000 2016,1223,786306354680107008
5529,Twitter Web Client,"America is a country of diverse beliefs and heritages. That makes us strong, regardless of what Donald thinks.
https://t.co/Nbyd4zSuyY",,False,Sat Jun 04 14:05:10 +0000 2016,3225,739095653331046401
1003,TweetDeck,"#HourOfCode inspires millions of students, especially girls, to learn to code. Excited to see what they'll create. https://t.co/XnwWijaC1W",,False,Mon Dec 07 19:06:08 +0000 2015,739,673941579070119937
1082,Twitter Web Client,"Estas son las promesas de Trump. Así podría ser su presidencia….
https://t.co/EXZ6inYiLT",,False,Sat Apr 30 00:00:03 +0000 2016,886,726199400993685504
2252,TweetDeck,Trump retweets white supremacists. He took a fringe bigot and spread his message to 11 million people. https://t.co/dEv9EdvXtJ,,False,Thu Aug 25 19:23:33 +0000 2016,1203,768891585459355648
389,Twitter for iPhone,"Dinner. With Hillary. Yes, that Hillary. Enter for your spot at the table: http://t.co/trsS7tD9fN http://t.co/XZML3zo14O",,False,Wed Jul 22 03:20:36 +0000 2015,196,623694102220156928
708,Twitter Web Client,"Saying hi to the new neighbors!
https://t.co/kQLVrIv2L7",,False,Fri May 15 01:54:17 +0000 2015,465,599030004215713792
1553,TweetDeck,"""We have a presidential candidate by the name of Donald Trump saying that women should be punished."" https://t.co/kN7zI8YWby",,False,Fri Apr 15 18:45:19 +0000 2016,772,721046762304237569
6776,TweetDeck,"""To all the people who supported Sen. Sanders, I believe there's much more that unites us than divides us."" —Hillary https://t.co/oGJ0BwYWuI",,False,Fri Apr 22 00:15:30 +0000 2016,2559,723304185232547845
1627,TweetDeck,"Instead of dark and divisive, our vision for America is hopeful and inclusive. Big-hearted, not small-minded. It’s about lifting people up.",HillaryClinton,False,Mon Oct 31 18:40:51 +0000 2016,852,793160824642830340
1117,TweetDeck,"While the GOP focuses on villifying immigrants, Hillary will fight to protect DACA/DAPA and pass comprehensive immigration reform.",,False,Wed Oct 14 02:19:28 +0000 2015,755,654119297179066368
1100,TweetDeck,There’s no place for second-class status in the United States of America. https://t.co/L53sSZGq4o,,False,Wed Nov 25 18:11:19 +0000 2015,577,669579132129386496
5388,Twitter Web Client,"Just like he shouldn’t have his finger on the nuclear button, Trump shouldn’t have his hands on our economy. https://t.co/REhieod2uo",,False,Sat Jul 02 21:04:31 +0000 2016,2080,749348045914079232
5666,Twitter Web Client,"We’re going to enfranchise as many Americans as possible, and we're going to win. Join us: https://t.co/ydtr1uvO1o
https://t.co/TIueo6853B",,False,Tue Jul 19 14:07:20 +0000 2016,3024,755403653498884096
3075,TweetDeck,“Clinton not only has the experience and achievements…but a commitment to social justice.” —@RollingStone https://t.co/2g5yVQeo8v,,False,Fri Mar 25 21:03:26 +0000 2016,1390,713471378704449543
952,TweetDeck,“Bottom line: Sanders and Clinton are both good on reproductive health—but Clinton pushes harder.” https://t.co/m4kL5jgb8Y,,False,Tue Jan 12 17:30:59 +0000 2016,380,686963597558312960
2769,Twitter Web Client,"""From the time I met her 45 years ago this March, she's the best changemaker I've ever known."" —@billclinton https://t.co/pwA0nJlZk2",,False,Thu Jan 14 01:51:20 +0000 2016,842,687451900892037120
4828,TweetDeck,"“You don’t just have to vote against someone, you have somebody extraordinary to vote for.” —@POTUS https://t.co/o70dVreNPB",HillaryClinton,False,Tue Nov 08 02:02:35 +0000 2016,2093,795808707410034688
3203,TweetDeck,This shouldn't be a debate about labels—it should be about making progress. Share this if you agree. #DemDebate https://t.co/l5NC4DX6Bv,,False,Fri Feb 05 02:12:47 +0000 2016,1887,695429834768449536
2796,TweetDeck,"""We need to listen to those who say 'Black Lives Matter.' Too many black Americans...feel like their lives are disposable."" —Hillary",,False,Wed Jul 13 17:01:37 +0000 2016,1077,753273187518087168
1280,TweetDeck,"A higher minimum wage will help close the pay gap, help lift millions of women out of poverty, and have a ripple effect across our economy.",,False,Sun Nov 15 02:41:38 +0000 2015,676,665721290360160256
657,Twitter for iPhone,"Talking about how we can empower the next generation in LA with
@ChelseaClinton @2SmallToFail &amp; @ServiceNation http://t.co/RYROq1Z8hp",,False,Sat Nov 09 21:21:31 +0000 2013,494,399285646172229633
3797,TweetDeck,"""Can [Pence] look back on the debate as a success after he repeatedly lied in order to run interference for Trump?"" https://t.co/rwHb5ri1UU",,False,Wed Oct 05 18:57:29 +0000 2016,1519,783742924349661184
2497,TweetDeck,Donald Trump launched his campaign one year ago this week. And what a year it’s been. https://t.co/ag02ZD9QOP,,False,Sat Jun 18 20:57:24 +0000 2016,992,744272825406586881
998,Twitter for iPhone,"Quality, affordable health care is a basic human right—and Hillary’s been fighting for it since day one: https://t.co/OtRz93LDq1",,False,Sun Dec 06 15:07:26 +0000 2015,434,673519119065591808
895,Twitter for iPhone,"Spotted in Iowa: Talia (and Talia's grandma) think it's about time for ""the first girl president."" http://t.co/WSOgkEYWz2",,False,Sun Jun 14 17:17:28 +0000 2015,300,610133968822923265
4148,TweetDeck,It's 2016. A woman's place is...wherever she wants it to be. https://t.co/lkXdirHlap,,False,Mon Feb 22 19:36:12 +0000 2016,2325,701853013162467331
1138,Twitter Web Client,This is wrong. http://t.co/HmNEH2TGQH,,False,Sat Jun 13 16:21:14 +0000 2015,790,609757428532576256
38042,Twitter for iPhone,"The science is clear: The earth is round, the sky is blue, and #vaccineswork. Let's protect all our kids. #GrandmothersKnowBest",,False,Tue Feb 03 03:45:25 +0000 2015,39657,562456798020386816
852,TweetDeck,Had enough? Do something about it: https://t.co/Rqiu5a82Wl #GOPdebate,,False,Fri Jan 15 03:41:28 +0000 2016,340,687842007474171905
1635,TweetDeck,http://t.co/H1hZAZodsF,,False,Fri Jul 24 14:12:55 +0000 2015,784,624583041374027777
853,Twitter Web Client,"""I'm here in Iowa to begin a conversation about how we do that.""",,False,Tue Apr 14 20:39:05 +0000 2015,267,588079045478330369
10302,TweetDeck,"Anyone who looks at the African American community and sees only poverty, crime, and despair is missing so much. https://t.co/qdx99XN9nG",,False,Thu Sep 08 23:03:24 +0000 2016,3882,774020340850761728
6986,TweetDeck,"“I would not have signed up for this. None of us would have. I am here today for my son, Trayvon Martin, who is in heaven” —Sybrina Fulton",,False,Wed Jul 27 00:33:46 +0000 2016,1956,758098017601880064
1628,TweetDeck,"Our kids deserve good schools with good teachers, no matter what ZIP code they live in. https://t.co/DSYABCknlj",HillaryClinton,False,Fri Oct 28 19:15:06 +0000 2016,768,792082281271820289
549,TweetDeck,Coming soon: Hillary on the fights that matter. http://t.co/SEnOOl3TI3,,False,Wed Jun 10 20:43:53 +0000 2015,227,608736363362533378
2324,TweetDeck,"“A leader who's got real plans to break down barriers and blast through glass ceilings."" —@POTUS on Hillary: https://t.co/fNppatvJ41",,False,Tue Sep 13 17:57:24 +0000 2016,834,775755273873068033
48280,Twitter Web Client,Thanks to everyone who’s reached out with well wishes! I’m feeling fine and getting better. -H,,False,Mon Sep 12 20:46:58 +0000 2016,9586,775435555601543168
3035,TweetDeck,"If you live in AL, AR, CO, GA, MA, MN, OK, TN, TX, VA, or VT, confirm your polling place: https://t.co/J9oeqBonzX https://t.co/W8ah8QBGnG",,False,Tue Mar 01 11:05:55 +0000 2016,2207,704623697773068288
16512,Twitter Web Client,"Capt. Khan embodied the best of our values when his actions saved his unit. Last night, his parents told his story:
https://t.co/3z8Wvf8Xdg",,False,Fri Jul 29 19:22:26 +0000 2016,6243,759106829670506497
427,Twitter Web Client,"2 smart #paidleave pieces: @iamjohnoliver being funny, @ezraklein being wonderfully wonky. http://t.co/g1OQMXrhgG http://t.co/WEPKYu9OIg -H",,False,Mon May 11 19:20:49 +0000 2015,301,597843824166187008
2474,Twitter Web Client,"A very Happy Birthday to my very wonderful husband today. 
http://t.co/LwygmFj3FP",,False,Tue Aug 19 14:21:51 +0000 2014,1249,501735800279941120
2861,TweetDeck,"Women earn just $0.79 for every $1 men do.

That's a problem for all of us. https://t.co/dG8nh59dHF https://t.co/OpUw08xWOF",,False,Mon May 09 23:12:09 +0000 2016,1566,729811224326750208
833,TweetDeck,We’ll create more good-paying jobs by investing in locally-driven projects and infrastructure improvements. https://t.co/nW2JqXGZT9,,False,Tue May 03 19:10:50 +0000 2016,407,727576165150539776
12065,TweetDeck,"At this point, Donald Trump has insulted the vast majority of Americans. The good news is, there's something we can all do about it: Vote.",,False,Wed Mar 30 23:00:35 +0000 2016,5760,715312796498571265
547,Twitter for iPhone,"Hillary talked health care, being a grandmother, and more on @Quora: https://t.co/wOGAQZu8xc",,False,Wed Dec 02 13:03:53 +0000 2015,244,672038476448182272
372,Twitter Web Client,"""If you do your part you ought to be able to get ahead—and when everybody does their part, America gets ahead too."" http://t.co/mP5wZAmJjL",,False,Sat Jun 13 15:56:57 +0000 2015,235,609751316823474176
755,TweetDeck,"Hey New Hampshire! If you have questions on how, when, or where to vote today, we’ve got answers here: https://t.co/0pVcJy19mD",,False,Tue Feb 09 16:31:41 +0000 2016,315,697095534285348864
908,TweetDeck,"A four-decade career in public service, by the numbers: https://t.co/VHTh2H6Kjy",,False,Sat Dec 12 15:01:16 +0000 2015,416,675691897986392064
5514,Twitter Web Client,"""Gay rights are human rights.""

Watch how Hillary helped advance gay rights around the world as secretary of state.
https://t.co/AFmF4iTj49",,False,Thu Apr 07 20:40:26 +0000 2016,2668,718176631278272512
5006,TweetDeck,"""Donald Trump is a man who dwells in bigotry, bluster and false promises."" —@NYTimes https://t.co/dGBX93R3PK #DebateNight",,False,Mon Sep 26 15:40:07 +0000 2016,2555,780431767710928897
1213,Twitter for iPhone,Nueva York le dio una oportunidad a Hillary de ser su senadora. Ella luchó por ellos y estos fueron los resultados. https://t.co/odn7GITEdL,,False,Sun Apr 03 02:15:28 +0000 2016,590,716449003903315969
1353,Twitter Web Client,We can’t ignore America’s racial inequities. http://t.co/lfcpVSlzp2,,False,Sat Oct 17 15:24:35 +0000 2015,819,655404042118631424
2485,TweetDeck,Have student debt? Here are five ways Hillary wants to help. https://t.co/5mfwoGXKAx,,False,Wed Mar 09 16:18:14 +0000 2016,1312,707601396519051265
11312,Twitter Web Client,"Hate isn't an American value. Division isn't something to be glorified. We can’t let Trump be our next president.
https://t.co/wSgKlxOP3s",,False,Thu Mar 17 22:52:26 +0000 2016,6744,710599703600082948
7678,TweetDeck,"""No one gets through life alone. We have to look out for each other and lift each other up."" —Hillary",,False,Fri Jul 29 02:51:33 +0000 2016,3572,758857467597959171
14112,TweetDeck,Don’t let anybody tell you America’s best days are behind us. https://t.co/N6iFu8ZSHl,,False,Sun Oct 23 02:46:14 +0000 2016,3973,790021483510857728
6966,TweetDeck,"""We urge voters to dump Trump and choose the clearly qualified candidate in this race: Hillary Clinton” —@DenverPost https://t.co/x62lrGm1MB",,False,Tue Oct 11 12:59:54 +0000 2016,2146,785827263673667584
5794,TweetDeck,Meet three women who inspired Hillary to become the person she is today: https://t.co/1O4rw3ecBH https://t.co/Df9X0o5E6h,,False,Sun Sep 25 14:11:28 +0000 2016,1717,780047067389517824
2017,Twitter Web Client,".@BillClinton's closing argument for Hillary: ""She's the best changemaker I’ve ever met."" Watch the new video ⬇️
https://t.co/V27iB2DcHV",,False,Sat Jan 30 16:08:05 +0000 2016,1289,693465714955399168
1387,Twitter Web Client,"Things got exciting when Chelsea got her first hit at softball. Hillary tells the story:
https://t.co/bttLt08YZO",,False,Sun Feb 07 00:13:21 +0000 2016,427,696124551562813440
1213,Twitter Web Client,"About that email ""scandal""—we fact-checked the tweets:
https://t.co/FqfFt9m2YL",,False,Fri Aug 21 18:41:48 +0000 2015,901,634797565922295808
856,Twitter Web Client,"Outrageous. When companies put profits ahead of safety and the environment, there should be consequences. https://t.co/8zQ6sQp4hz",,False,Tue Sep 22 18:17:58 +0000 2015,551,646387978810560512
2926,TweetDeck,"Yet another idea from @realDonaldTrump that's ignorant, reckless, and frankly absurd. Sad! https://t.co/XMf8Z3CAUR",,False,Thu Mar 31 01:02:30 +0000 2016,1508,715343479421984768
2135,TweetDeck,"Trump University's own employees described it as a ""scam.” https://t.co/xDeDI1sPpR https://t.co/qA2MtslUVs",,False,Wed Jun 01 14:15:10 +0000 2016,1191,738011007256137729
2764,TweetDeck,"Today, @POTUS awards Shirley Chisholm, the first African American congresswoman, with the #MedalOfFreedom. https://t.co/4bu5n0yo7E",,False,Tue Nov 24 22:24:32 +0000 2015,1711,669280465526906880
1853,Twitter for iPhone,So great to see @billclinton taking #NoCeilings on the road to India to talk about women in the economy. http://t.co/EAit4Yaxxe,,False,Fri Jul 18 14:08:37 +0000 2014,867,490136058818883584
848,Twitter Web Client,Hillary agradece desde el fondo de su corazón el esfuerzo de todos en Iowa.,HillaryClinton,False,Tue Feb 02 04:57:48 +0000 2016,380,694384200074579968
1321,Twitter Web Client,"In case you were wondering, you should be following hillaryclinton on Snapchat. 👻 http://t.co/eigWQMKXjj",,False,Thu Oct 01 00:36:19 +0000 2015,498,649382296366264321
840,Twitter Web Client,"Volunteers serenaded Hillary with ""Lean on Me"" to let her know she has friends in the Granite State.
https://t.co/PhLNLLYNxO",,False,Sat Oct 10 16:10:07 +0000 2015,369,652878786774482944
2672,Twitter Web Client,The right to vote is the heart of our democracy. We should restore it to those who have served their sentences. https://t.co/jdFPadSlLI,,False,Tue Mar 15 02:45:34 +0000 2016,1366,709571211496448003
8103,TweetDeck,"""Google it."" —Hillary https://t.co/2kptvkpqxn #DebateNight",,False,Thu Oct 20 02:17:05 +0000 2016,3143,788926986160832512
6875,TweetDeck,Marriage equality is the law of the land. Officials don't have to agree—but they do have to uphold the law. #GOPdebate,,False,Thu Sep 17 00:53:53 +0000 2015,4324,644313287790854144
14361,Twitter Web Client,"How pay-to-play works:

1. Trump faces possible investigation
2. Trump gives $$ to AG
3. Investigation never happens https://t.co/jbavsfconU",,False,Tue Sep 13 22:33:17 +0000 2016,9669,775824701801234433
3018,TweetDeck,"We can’t stop fighting until all LGBT Americans can live their lives free of prejudice, violence, and hate. https://t.co/1OmrTZFG9n",,False,Mon Jun 27 01:10:17 +0000 2016,1093,747235570615750656
1070,Twitter Web Client,http://t.co/S3xmUndSki,,False,Sat Jun 13 16:36:53 +0000 2015,566,609761369563512832
2461,TweetDeck,"""It’s not just what we’re against that should motivate you to go to the polls.

It’s what we are for.” —Hillary https://t.co/3TKJ4H68Kz",HillaryClinton,False,Wed Oct 26 19:45:26 +0000 2016,1009,791365138037215232
3945,Twitter Web Client,"""I don't think we can take a risk on a loose cannon like Donald Trump running our country."" —Hillary
https://t.co/xcbYMepYdX",,False,Wed May 04 22:40:17 +0000 2016,1949,727991266365952000
1557,TweetDeck,You voted for the bill. https://t.co/JTxdB2VfmE #DemDebate https://t.co/I8yo39CIT1,,False,Fri Apr 15 01:57:07 +0000 2016,1081,720793042341511168
347,TweetDeck,Watch live now: Hillary speaks on the fight to ensure every woman in America can fulfill her potential → http://t.co/FQpxAxA4LX,,False,Mon Sep 14 16:54:43 +0000 2015,194,643467928558505984
9256,Twitter Web Client,Unions stand up for workers who need someone to have their backs. We need a president who will do the same. https://t.co/0OpO5kCyyg,,False,Mon Sep 05 16:38:27 +0000 2016,3640,772836300722434048
254,Twitter Web Client,HAPPENING NOW: Hillary has a vision for an economy in which working families get ahead and stay ahead. Watch live: http://t.co/wktEySP99O,,False,Mon Jul 13 14:05:18 +0000 2015,189,620594857887842304
2530,Twitter Web Client,"We can’t afford to start over when it comes to the Affordable Care Act and mental health services.
https://t.co/iegnZvOU2l",,False,Thu Feb 04 01:45:41 +0000 2016,1195,695060627702689795
349,TweetDeck,"Tune in to @extratv tonight to catch Hillary talking Trump, social media, and @KimKardashian. Sneak preview: http://t.co/I8Uk9o8bMW",,False,Mon Sep 14 22:31:38 +0000 2015,192,643552715314982914
791,Twitter Web Client,"When we join together, we can’t be beat. Say you’re on team #WomenForHillary: http://t.co/o9bIdII2aL http://t.co/IYrnUOZPL2",,False,Sat Sep 05 16:50:44 +0000 2015,477,640205432112418817
2357,TweetDeck,"“If we do the work, we will 'cease to be divided.' We will be indivisible, with liberty and justice for all.” —Hillary",,False,Wed Jul 13 17:23:59 +0000 2016,841,753278813895786496
1275,TweetDeck,"Yesterday in San Antonio, three-time mayor of San Antonio Julián Castro announced his support for Hillary. http://t.co/HZKpp103Q1",,False,Fri Oct 16 21:13:50 +0000 2015,685,655129548506333184
1674,TweetDeck,Hillary has only received one F in her life and she's proud of it: from the NRA. #DemDebate,,False,Mon Jan 18 02:13:08 +0000 2016,768,688906941289074688
6555,TweetDeck,"When Trump was getting his start in business, he was sued by the Justice Dept. for refusing to rent apartments to black and Latino tenants.",,False,Thu Aug 25 19:19:37 +0000 2016,3381,768890594538164224
12240,Twitter Web Client,The American people have always made this country great. https://t.co/agqzKq3jOi,,False,Sun Jul 31 00:40:32 +0000 2016,3729,759549269368041472
1040,TweetDeck,Urnas en Puerto Rico cierran a las 3pm. Si llegas a la fila en o antes de las 3pm tienes el derecho a votar. No te salgas.,,False,Sun Jun 05 18:27:36 +0000 2016,436,739524085730975748
6014,TweetDeck,We have a choice between taking serious steps to combat climate change—and refusing to admit it even exists. https://t.co/aqfTlNWen5,,False,Tue Oct 11 23:01:27 +0000 2016,1972,785978651544354816
3711,TweetDeck,"""I don't know another businessman that brags about his bankruptcies."" —@WarrenBuffett on Trump: https://t.co/Jx2p1D6UAd",,False,Mon Aug 08 14:00:38 +0000 2016,1721,762649724021272576
